addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,estimated_dates,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,secondary_filters_name,timetable,secondary_filters_tree,start_date,addresses_district_name,end_date,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.179064765153882,,,C Dos de Maig,,8025,66731068,,BARCELONA,WiFi BCN,,651,,Eixample,,431386.5653949951,285,﻿99400346310,,True,2,,,6,38,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Dos de Maig amb Rosselló,105304,2014-07-01T10:50:19,4584510.077386738,,2014-07-01T10:50:32,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.409210608227355,,,la Sagrada Família,,
,,2.1403902291566586,,,C Espanya Industrial,,8014,66731068,,BARCELONA,WiFi BCN,,651,,Sants-Montjuïc,,428117.00794567453,1,﻿99400346315,,True,3,,,18,39,Punt de connexió Barcelona WiFi a la cruïlla del carrer Espanya Industrial amb Creu coberta,114101,2014-07-01T11:02:32,4580799.317910727,,2014-07-01T11:02:45,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.375503510652926,,,Sants,,
,,2.184931573020558,Tel.,,Carrer de Las Navas de Tolosa,Telèfons,8027,55733072,933493522,Barcelona,Centres cívics,,651,,Sant Andreu,,431884.9903809375,312,﻿99400305681,,True,9,,,63,40,Centre Cívic Navas,226400,2012-11-29T13:00:17,4585363.553166486,,2026-02-12T22:35:26.752308,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.41693998158291,,225302,Navas,True,20001
,,2.184931573020558,Tel.,,Carrer de Las Navas de Tolosa,Telèfons,8027,66731068,933493522,Barcelona,WiFi BCN,,651,,Sant Andreu,,431884.9903809375,312,﻿99400305681,,True,9,,,63,41,Centre Cívic Navas,226400,2012-11-29T13:00:17,4585363.553166486,,2026-02-12T22:35:26.752308,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.41693998158291,,225302,Navas,True,20001
,,2.185837719665396,,,C Felip II,,8027,66731068,,BARCELONA,WiFi BCN,,651,,Sant Andreu,,431965.0465106157,105,﻿99400346327,,True,9,,,63,42,Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb c.de Juan de Garay,121402,2014-07-01T11:35:39,4585823.319700985,,2014-07-01T11:35:51,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.4210877291312,,,Navas,,
,,2.1652889549493355,,,C Roger de Flor,,8025,66731068,,BARCELONA,WiFi BCN,,651,,Gràcia,,430229.78274493606,285,﻿99400346337,,True,6,,,32,43,"Punt de connexió Barcelona WiFi a la cruïlla del c. Roger de Flor amb Sant Antoni Maria Claret, 35",286504,2014-07-01T11:49:42,4583961.139503114,,2014-07-01T11:51:16,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40416694294549,,,el Camp d'en Grassot i Gràcia Nova,,
,,2.1765982586205315,,,C Mallorca,,8013,66731068,,BARCELONA,WiFi BCN,,651,,Eixample,,431175.1705607297,436,﻿99400346359,,True,2,,,6,44,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer Lepant,191204,2014-07-01T12:14:20,4583960.425703782,,2014-07-01T12:14:29,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40424200472028,,,la Sagrada Família,,
,,2.170774735618894,,,C Mallorca,,8013,66731068,,BARCELONA,WiFi BCN,,651,,Eixample,,430683.78943273553,342,﻿99400346361,,True,2,,,7,45,Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer de Roger de Flor,191204,2014-07-01T12:17:08,4583483.24625742,,2014-07-01T12:17:16,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.39990199292702,,,la Dreta de l'Eixample,,
,,2.1257930040858186,,,Via Augusta,,8017,66731068,,BARCELONA,WiFi BCN,,651,,Sarrià-Sant Gervasi,,426922.23400360794,320,﻿99400346248,,True,5,,,24,46,Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Pau Alcover,28000,2014-07-01T08:41:53,4583378.7634845935,,2014-07-01T08:42:07,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.39862788833232,,,les Tres Torres,,
,,2.144896299089745,,,C Balmes,,8006,66731068,,BARCELONA,WiFi BCN,,651,,Sarrià-Sant Gervasi,,428523.7573467541,316,﻿99400346259,,True,5,,,27,47,Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb carrer del Francolí,32700,2014-07-01T09:11:26,4583829.099434589,,2014-07-01T09:11:37,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.402827841995666,,,el Putxet i el Farró,,
,,2.1259006367722164,,,Pg Bonanova,,8017,66731068,,BARCELONA,WiFi BCN,,651,,Sarrià-Sant Gervasi,,426935.63477867364,70,﻿99400346264,,True,5,,,25,48,Punt de connexió Barcelona WiFi a la cruïlla del Pg. de la Bonanova amb carrer de Pomaret,44709,2014-07-01T09:21:38,4583815.085231881,,2014-07-01T09:21:48,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40255886414185,,,Sant Gervasi - la Bonanova,,
,,2.2039755474775142,Tel.,,Camí Antic de València,Telèfons,8005,55733069,933 032 447,BARCELONA,Casals de barri,,651,,Sant Martí,,433466.16225176683,106,﻿99400239106,,True,10,,,68,49,Casal de Barri Bac de Roda - Poblenou,17579,2010-01-13T12:25:23,4584223.659595128,,2026-02-12T22:34:11.812590,65103002002001,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals de barri,41.40680575086897,,222676,el Poblenou,True,20001
,,2.2039755474775142,Tel.,,Camí Antic de València,Telèfons,8005,66731068,933 032 447,BARCELONA,WiFi BCN,,651,,Sant Martí,,433466.16225176683,106,﻿99400239106,,True,10,,,68,50,Casal de Barri Bac de Roda - Poblenou,17579,2010-01-13T12:25:23,4584223.659595128,,2026-02-12T22:34:11.812590,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40680575086897,,222676,el Poblenou,True,20001
,,2.1598328296050964,Tel.,,Carrer d'Horta,Telèfons,8032,66731068,640 809 645,Barcelona,WiFi BCN,,651,,Horta-Guinardó,,429803.1542560741,71,﻿99400239132,,True,7,,,43,51,Joves d'Horta-Guinardó,157104,2010-01-13T14:45:19,4586999.3137992015,,2026-01-23T12:32:04.536721,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.4314934655584,Whatsapp,693300,Horta,False,20001
,,2.1841872408943592,,,C Pescateria,,8003,66731068,,BARCELONA,WiFi BCN,,651,,Ciutat Vella,,431788.4320578904,9,﻿99400329006,,True,1,,,4,52,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Marquès d'Argentera amb Pescateria,254009,2013-10-29T12:36:44,4581715.997724237,,2013-10-29T12:53:07,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.38407937125521,,,"Sant Pere, Santa Caterina i la Ribera",,
,,2.2032783013705584,,,C Marià Aguiló,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433402.2499937361,83,﻿99400345022,,True,10,,,68,53,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Llull,196707,2014-06-16T17:10:48,4583611.603551708,,2014-06-16T17:11:01,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40128783351127,,,el Poblenou,,
,,2.201334124002109,,,C Marià Aguiló,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433240.91453561257,54,﻿99400345025,,True,10,,,68,54,Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pujades,196707,2014-06-16T17:17:59,4583741.000257849,,2014-06-16T17:18:11,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40243989501577,,,el Poblenou,,
,,2.2003905347213455,,,Rbla Poblenou,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433161.50131863006,88,﻿99400345026,,True,10,,,68,55,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb el carrer Pujades,346800,2014-06-16T17:29:29,4583683.268805235,,2014-06-16T17:30:05,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40191332541208,,,el Poblenou,,
,,2.196760784394467,,,Rbla Poblenou,,8018,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,432860.58718801406,127,﻿99400345028,,True,10,,,68,56,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb Sancho de Àvila,346800,2014-06-16T17:36:02,4583955.19509356,,2014-06-16T17:36:13,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40433741701694,,,el Poblenou,,
,,2.2132205131908624,,,C Selva de Mar,,8019,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,434238.25576641574,18,﻿99400345034,,True,10,,,69,57,Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb Passeig del Taulat,322608,2014-06-16T17:55:14,4584147.074492966,,2014-06-16T17:55:25,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40617950213801,,,Diagonal Mar i el Front Marítim del Poblenou,,
,,2.13132023534547,Tel.,,Carrer de Ganduxer,Telèfons,8022,55733072,934186537,Barcelona,Centres cívics,,651,,Sarrià-Sant Gervasi,,427389.37735589105,130,﻿136112242,,True,5,,,25,58,Centre Cívic Pere Pruna,139805,2000-05-15T00:00:00,4583882.710670082,,2026-02-12T22:35:36.625219,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.40320904460328,,129553,Sant Gervasi - la Bonanova,True,20001
,,2.13132023534547,Tel.,,Carrer de Ganduxer,Telèfons,8022,66731068,934186537,Barcelona,WiFi BCN,,651,,Sarrià-Sant Gervasi,,427389.37735589105,130,﻿136112242,,True,5,,,25,59,Centre Cívic Pere Pruna,139805,2000-05-15T00:00:00,4583882.710670082,,2026-02-12T22:35:36.625219,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40320904460328,,129553,Sant Gervasi - la Bonanova,True,20001
,,2.1283416789870513,Tel.,,Carrer de Dolors Masferrer i Bosch,Telèfons,8028,55733072,932916462,Barcelona,Centres cívics,,651,,Les Corts,,427119.86541584134,33,﻿99026095631,,True,4,,,19,60,Centre Cívic Tomasa Cuevas - Les Corts,202708,1999-01-26T00:00:00,4581843.53650543,,2026-02-12T22:35:19.309654,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.38481868130682,,201919,les Corts,True,20001
,,2.1528873448392276,,,C Santa Rosa,,8012,66731068,,BARCELONA,WiFi BCN,,651,,Gràcia,,429192.2208430386,9,﻿99400346182,,True,6,,,31,116,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Rosa amb el carrer Gran de Gràcia,318203,2014-06-30T13:42:19,4583874.004137264,,2014-06-30T13:42:36,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40329143270043,,,la Vila de Gràcia,,
,,2.1283416789870513,Tel.,,Carrer de Dolors Masferrer i Bosch,Telèfons,8028,66731068,932916462,Barcelona,WiFi BCN,,651,,Les Corts,,427119.86541584134,33,﻿99026095631,,True,4,,,19,61,Centre Cívic Tomasa Cuevas - Les Corts,202708,1999-01-26T00:00:00,4581843.53650543,,2026-02-12T22:35:19.309654,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.38481868130682,,201919,les Corts,True,20001
,,2.181725967522791,Tel.,,Carrer del Comerç,Telèfons,8003,55733072,932565000,Barcelona,Centres cívics,,651,,Ciutat Vella,,431586.1399487076,36,﻿98286141841,,True,1,,,4,62,Centre Cívic Convent de Sant Agustí,85400,1998-10-13T00:00:00,4582088.723046084,,2026-02-12T22:35:18.722302,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.38741922402338,,200574,"Sant Pere, Santa Caterina i la Ribera",True,20001
,,2.181725967522791,Tel.,,Carrer del Comerç,Telèfons,8003,66731068,932565000,Barcelona,WiFi BCN,,651,,Ciutat Vella,,431586.1399487076,36,﻿98286141841,,True,1,,,4,63,Centre Cívic Convent de Sant Agustí,85400,1998-10-13T00:00:00,4582088.723046084,,2026-02-12T22:35:18.722302,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.38741922402338,,200574,"Sant Pere, Santa Caterina i la Ribera",True,20001
,,2.1692995352958517,Tel.,,Pl Ca n'Ensenya,Telèfons,8042,55733071,933594000,BARCELONA,Casals i espais per a joves,,651,,Nou Barris,,430600.5453801615,4,﻿99400065439,,True,8,,,48,64,Casal de Joves Guineueta *Masia de la Guineueta,700899,2003-11-07T13:57:18,4587661.902508526,,2026-02-12T22:33:38.231690,65103002002003,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals i espais per a joves,41.43753043898184,,207463,la Guineueta,True,20001
,,2.1692995352958517,Tel.,,Pl Ca n'Ensenya,Telèfons,8042,66731068,933594000,BARCELONA,WiFi BCN,,651,,Nou Barris,,430600.5453801615,4,﻿99400065439,,True,8,,,48,65,Casal de Joves Guineueta *Masia de la Guineueta,700899,2003-11-07T13:57:18,4587661.902508526,,2026-02-12T22:33:38.231690,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.43753043898184,,207463,la Guineueta,True,20001
,,2.1641930899305866,Tel.,,C Camós,Telèfons,8031,55733068,934292775,BARCELONA,Casals d'avis,,651,,Nou Barris,,430170.17063641443,3,﻿99400282674,,True,8,,,47,66,Casal de Gent Gran Can Peguera,57100,2011-11-29T10:36:36,4587276.379175724,,2026-02-12T22:46:15.651812,65103002002000,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Casals d'avis,41.434020875873884,,224629,Can Peguera,True,20001
,,2.1641930899305866,Tel.,,C Camós,Telèfons,8031,66731068,934292775,BARCELONA,WiFi BCN,,651,,Nou Barris,,430170.17063641443,3,﻿99400282674,,True,8,,,47,67,Casal de Gent Gran Can Peguera,57100,2011-11-29T10:36:36,4587276.379175724,,2026-02-12T22:46:15.651812,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.434020875873884,,224629,Can Peguera,True,20001
,,2.149734522785366,,,Pl Lesseps,,8023,66731068,,BARCELONA,WiFi BCN,,651,,Sarrià-Sant Gervasi,,428932.05929735105,30,﻿99400266954,,True,5,,,27,68,Punt de connexió Barcelona WiFi a la cruïlla de la plaça Lesseps amb el carrer Gran de Gràcia,123408,2011-03-22T12:53:23,4584220.582702826,,2011-03-24T09:58:19,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40638997514115,,,el Putxet i el Farró,,
,,2.2091663438339704,,,Pg Calvell,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433891.7902951024,57,﻿99400266962,,True,10,,,68,69,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb la Ronda Litoral,55501,2011-03-22T13:09:38,4583317.497516463,,2011-03-28T12:41:57,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.39867929404264,,,el Poblenou,,
,,2.174074054857894,,,Pg Sant Joan,,8009,66731068,,BARCELONA,WiFi BCN,,651,,Eixample,,430955.39088461373,39,﻿99400266972,,True,2,,,7,70,Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Diputació,305100,2011-03-22T13:58:45,4583040.449632251,,2011-03-28T12:42:31,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.3959372353558,,,la Dreta de l'Eixample,,
,,2.219582985516764,,,Pl Llevant,,8019,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,434775.15044213855,1,﻿99400266977,,True,10,,,70,71,Punt de connexió Barcelona WiFi a la cruïlla de la Rambla Prim amb el Passeig Taulat,701281,2011-03-22T14:20:41,4584707.550131637,,2011-03-29T10:10:26,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.41127131389504,,,el Besòs i el Maresme,,
,,2.2181385849177864,,,C Josep Pla,,8019,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,434650.05775099626,2,﻿99400266979,,True,10,,,69,72,Punt de connexió Barcelona WiFi a la cruïlla del carrer Josep Pla amb el Passeig de Garcia Faria,143609,2011-03-22T14:27:49,4584224.1548211,,2011-03-29T10:10:42,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40690732864903,,,Diagonal Mar i el Front Marítim del Poblenou,,
,,2.1327928275094497,,,C Numància,,8029,66731068,,BARCELONA,WiFi BCN,,651,,Les Corts,,427497.3896313867,173,﻿99400267049,,True,4,,,19,73,Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb Avinguda Diagonal,231502,2011-03-23T12:21:14,4582375.00040066,,2011-03-23T12:21:27,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.38963947513398,,,les Corts,,
,,2.210027394304035,,,Pg Taulat,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433967.97846433363,205,﻿99400267070,,True,10,,,68,74,Punt de connexió Barcelona WiFi a la cruïlla de Bac de Roda amb el Passeig Taulat,701278,2011-03-23T12:41:58,4583778.504034801,,2011-03-30T08:52:58,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40283772578351,,,el Poblenou,,
,,2.2071940631316544,,,C Fernando Poo,,8005,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433728.28585417714,69,﻿99400267074,,True,10,,,68,75,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb Fernando Poo,123601,2011-03-23T12:53:00,4583468.264013852,,2011-03-30T08:53:11,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.4000237507223,,,el Poblenou,,
,,2.2122552388321495,,,C Bac de Roda,,8019,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,434152.7786998132,2,﻿99400267080,,True,10,,,69,76,Punt de connexió Barcelona WiFi a la cruïlla del carrer Bac de Roda amb la Ronda del Litoral,30409,2011-03-23T13:02:29,4583620.455612322,,2011-03-29T10:10:30,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.40142937928697,,,Diagonal Mar i el Front Marítim del Poblenou,,
,,2.209238394506165,,,C Selva de Mar,,8019,66731068,,BARCELONA,WiFi BCN,,651,,Sant Martí,,433907.86592264776,43,﻿99400267088,,True,10,,,69,77,Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb Avinguda Diagonal,322608,2011-03-23T13:16:44,4584418.707779722,,2011-03-30T08:53:35,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.408598936799,,,Diagonal Mar i el Front Marítim del Poblenou,,
,,2.1912043537124344,Tel.,,Carrer de la Foradada,Telèfons,8033,55733072,933457016,Barcelona,Centres cívics,,651,,Sant Andreu,,432445.2091687139,36,﻿92086017153,,True,9,,,57,78,Centre Cívic Trinitat Vella,131100,1986-11-10T00:00:00,4589212.153783754,,2026-02-12T22:35:13.274233,65103002002004,Planol BCN >> Cultura i lleure >> Espais de participació ciutadana >> Centres cívics,41.45165030524977,,164472,la Trinitat Vella,True,20001
,,2.1912043537124344,Tel.,,Carrer de la Foradada,Telèfons,8033,66731068,933457016,Barcelona,WiFi BCN,,651,,Sant Andreu,,432445.2091687139,36,﻿92086017153,,True,9,,,57,79,Centre Cívic Trinitat Vella,131100,1986-11-10T00:00:00,4589212.153783754,,2026-02-12T22:35:13.274233,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.45165030524977,,164472,la Trinitat Vella,True,20001
,,2.165586285236515,,,Av Paral.lel,,8004,66731068,,BARCELONA,WiFi BCN,,651,,Sants-Montjuïc,,430223.2614839913,87,﻿99400297814,,True,3,,,11,80,Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Paral·lel amb Comte Borrell,198804,2012-07-27T12:03:32,4580702.785294428,,2012-07-27T12:21:08,65103013000000,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,41.37481945511281,,,el Poble-sec,,
